GEOID,NAME,B01002_001_estimate,B01003_001_estimate,B02001_001_estimate,B02001_003_estimate,med_inc_estimate,B25003_002_estimate,B25003_003_estimate,S1701_C03_001_estimate,B01002_001_moe,B01003_001_moe,B02001_001_moe,B02001_003_moe,med_inc_moe,B25003_002_moe,B25003_003_moe,S1701_C03_001_moe
36081003100,Census Tract 31; Queens County; New York,34.9,1397,1397,67,95556,99,565,22.7,5.8,205,205,50,42931,44,111,9.5
36081003200,Census Tract 32; Queens County; New York,40.9,1886,1886,78,113462,308,232,20.2,9.4,411,411,68,46626,111,61,11.6
36081003301,Census Tract 33.01; Queens County; New York,31.6,2958,2958,136,154420,157,1398,6,0.7,488,488,80,18570,74,182,3.2
36081003302,Census Tract 33.02; Queens County; New York,34.4,936,936,64,53417,118,305,27,5.3,260,260,40,18017,67,101,13.1
36081003400,Census Tract 34; Queens County; New York,40.3,2559,2559,273,79728,430,288,16,2.4,423,423,202,13485,76,113,7.6
36081003600,Census Tract 36; Queens County; New York,35.8,4004,4004,154,86582,457,679,8.2,5,655,655,156,9883,159,218,5
36081003800,Census Tract 38; Queens County; New York,32.7,2514,2514,278,85859,242,441,11.7,3.4,426,426,173,28810,69,100,6.6
36081003900,Census Tract 39; Queens County; New York,33.7,1436,1436,140,53468,65,466,22.7,1.7,352,352,119,2709,46,176,8.9
36081004001,Census Tract 40.01; Queens County; New York,39.7,2241,2241,124,82176,278,365,15,2.7,340,340,77,22039,60,102,8.4
36081004002,Census Tract 40.02; Queens County; New York,50.7,1648,1648,113,46552,311,217,21.9,22.8,664,664,128,1046,236,57,14.6
36081004200,Census Tract 42; Queens County; New York,36.1,4491,4491,231,92677,600,467,14.6,4.7,792,792,247,31302,171,112,8
36081004300,Census Tract 43; Queens County; New York,37.3,2111,2111,918,24125,0,976,31.7,9.2,554,554,424,4976,13,138,14.8
36081004401,Census Tract 44.01; Queens County; New York,35,3800,3800,190,73182,544,548,14,2.7,553,553,104,30906,213,111,8.1
36081004500,Census Tract 45; Queens County; New York,50.6,2755,2755,60,76688,1175,349,8.7,3.3,357,357,52,15417,212,103,3.8
36081004700,Census Tract 47; Queens County; New York,34.8,4104,4104,1235,56758,158,1673,20.1,5.3,663,663,361,22833,86,161,10.6
36081005100,Census Tract 51; Queens County; New York,36.2,2371,2371,111,79155,87,690,8.4,5.6,403,403,112,8934,40,91,4.7
36081005200,Census Tract 52; Queens County; New York,32.9,3011,3011,57,79342,350,380,9.3,5.5,620,620,43,22999,79,113,5
36081005300,Census Tract 53; Queens County; New York,36.5,5470,5470,136,112258,507,1915,8.3,1.6,874,874,96,20889,133,388,4.1
36081005400,Census Tract 54; Queens County; New York,40.7,6127,6127,615,79865,1162,700,7.9,4.5,806,806,290,16070,227,256,4
36081005500,Census Tract 55; Queens County; New York,33.6,1294,1294,16,132500,51,427,7.8,5.7,254,254,17,81315,29,75,4.5
36081005700,Census Tract 57; Queens County; New York,33.4,4065,4065,69,94884,106,1686,17,1.8,511,511,50,17660,48,164,6.8
36081005800,Census Tract 58; Queens County; New York,34.4,6403,6403,650,91075,1114,845,4,3.9,1041,1041,298,5193,207,196,2.2
36081005900,Census Tract 59; Queens County; New York,32.9,3775,3775,37,88099,296,1371,10,3.1,747,747,36,16313,127,226,6.2
36081006100,Census Tract 61; Queens County; New York,34.5,5263,5263,105,111923,132,2432,5.5,1.3,758,758,80,23530,101,301,3.2
36081006201,Census Tract 62.01; Queens County; New York,49.5,5870,5870,536,71699,2760,343,5.4,5.6,1178,1178,299,11401,375,161,2.9
36081006202,Census Tract 62.02; Queens County; New York,39.6,6441,6441,405,72061,1125,1105,10,4.5,1005,1005,385,26352,282,247,6
36081006300,Census Tract 63; Queens County; New York,36.5,5712,5712,112,114783,513,2154,7.9,2.6,940,940,104,20869,319,267,5.7
36081006501,Census Tract 65.01; Queens County; New York,36.2,3262,3262,119,102375,112,1469,10.3,3.2,481,481,91,21050,66,209,6
36081006502,Census Tract 65.02; Queens County; New York,35,3578,3578,1,81556,292,1426,20.9,2.4,628,628,3,12103,97,200,12.1
36081006900,Census Tract 69; Queens County; New York,36.1,4218,4218,117,117167,302,1506,10.4,1,653,653,82,32761,118,304,6.4
36081007100,Census Tract 71; Queens County; New York,35.9,3159,3159,164,114917,136,1409,11.1,2,444,444,121,25628,61,168,5.3
36081007300,Census Tract 73; Queens County; New York,37.3,3574,3574,77,112500,208,1772,10.7,5,537,537,74,14829,103,289,4.6
36081007500,Census Tract 75; Queens County; New York,41.5,4427,4427,97,82838,380,2024,8.6,6.1,782,782,69,33584,150,354,4.4
36081007700,Census Tract 77; Queens County; New York,33.8,1903,1903,22,118125,105,746,15.8,2.4,338,338,15,43598,50,101,7.4
36081007900,Census Tract 79; Queens County; New York,34.4,2600,2600,36,109598,422,783,18.6,3.8,509,509,42,36972,219,160,9.4
36081008100,Census Tract 81; Queens County; New York,36.2,1113,1113,72,116875,103,435,3.2,5.6,256,256,85,28660,41,95,2.5
36081008300,Census Tract 83; Queens County; New York,37.5,2266,2266,158,89500,94,808,13.5,3.3,415,415,60,27779,59,176,7.1
36081008500,Census Tract 85; Queens County; New York,33.1,1269,1269,28,103625,47,354,18.4,3.6,383,383,25,39583,36,101,9.2
36081008600,Census Tract 86; Queens County; New York,39.9,2760,2760,0,66875,580,381,11.7,5,430,430,13,21114,132,109,6.4
36081008700,Census Tract 87; Queens County; New York,38.9,3157,3157,1194,16639,13,1347,44.1,7.4,604,604,371,8689,19,285,9.6
36081008800,Census Tract 88; Queens County; New York,38.3,3622,3622,338,113891,685,488,9.5,8.5,557,557,248,12776,194,142,6
36081009100,Census Tract 91; Queens County; New York,37.9,1956,1956,82,94881,422,500,9.6,3.2,475,475,73,51719,170,152,7
36081009400,Census Tract 94; Queens County; New York,33.2,3104,3104,433,89792,354,399,17.1,3.9,594,594,331,29829,76,75,9.7
36081009500,Census Tract 95; Queens County; New York,35.6,2087,2087,31,104028,235,576,6.9,2,330,330,27,20945,86,91,5.3
36081009600,Census Tract 96; Queens County; New York,44.7,3344,3344,567,105156,825,189,11.6,4.1,668,668,306,22857,282,74,7.2
36081009700,Census Tract 97; Queens County; New York,35.8,4142,4142,23,117500,491,1123,7.9,2.4,490,490,27,23455,115,205,4.3
36081009800,Census Tract 98; Queens County; New York,39.5,2526,2526,298,78875,268,404,12.7,6.3,501,501,171,18314,74,70,6.9
36081010000,Census Tract 100; Queens County; New York,50.6,3225,3225,89,112390,688,231,10.9,8.9,849,849,77,38773,221,83,9.2
36081010100,Census Tract 101; Queens County; New York,36.4,2507,2507,187,105063,346,655,3.9,9.5,637,637,122,24047,121,110,3
36081010200,Census Tract 102; Queens County; New York,41.1,2772,2772,308,99265,557,298,12.7,5.7,500,500,178,16931,158,148,6.3
36081010300,Census Tract 103; Queens County; New York,35.6,4305,4305,124,76118,469,1432,13.3,4.2,552,552,83,5749,160,202,7.3
36081010400,Census Tract 104; Queens County; New York,43.8,3339,3339,1050,81552,650,346,11.1,6.3,651,651,380,28050,107,247,5.6
36081010500,Census Tract 105; Queens County; New York,38.5,5309,5309,566,61589,235,1598,19,2.5,740,740,301,20940,86,220,8.4
36081010600,Census Tract 106; Queens County; New York,44.7,3454,3454,263,112083,647,292,11.9,10.8,691,691,144,25497,291,94,6.7
36081010800,Census Tract 108; Queens County; New York,35.8,3134,3134,209,88224,491,314,12.6,8.3,521,521,140,32257,149,88,8.6
36081011000,Census Tract 110; Queens County; New York,42.8,3146,3146,301,81563,375,420,15.8,3.3,542,542,183,19447,87,100,7.9
36081011100,Census Tract 111; Queens County; New York,36.5,2949,2949,0,97465,376,889,9.3,3.8,517,517,13,18453,81,174,3.3
36081011200,Census Tract 112; Queens County; New York,41,2522,2522,74,64741,428,403,16.6,8.4,461,461,68,22475,215,111,7.3
36081011300,Census Tract 113; Queens County; New York,35.1,4466,4466,190,94300,402,1422,10.4,1.7,588,588,93,20751,103,180,3.6
36081011400,Census Tract 114; Queens County; New York,29.7,2073,2073,60,107670,177,222,10.5,6.4,706,706,76,27265,55,87,8.9
36081011500,Census Tract 115; Queens County; New York,34,2389,2389,191,106458,199,859,9.8,4.9,424,424,213,29151,82,152,9
36081011600,Census Tract 116; Queens County; New York,43.3,2118,2118,74,66250,316,303,15.6,4.4,363,363,71,29628,92,112,8
36081011700,Census Tract 117; Queens County; New York,32.4,3942,3942,107,114797,328,1301,11.5,1.1,609,609,98,15391,112,199,6.6
36081011800,Census Tract 118; Queens County; New York,34.7,2826,2826,161,81628,386,498,11.5,6.7,570,570,99,8467,104,355,6.2
36081011900,Census Tract 119; Queens County; New York,35.3,1581,1581,20,76889,114,574,9.2,5.5,344,344,27,9156,39,68,4.4
36081012000,Census Tract 120; Queens County; New York,36.9,2685,2685,577,93763,313,372,11.1,10.3,736,736,261,8040,75,91,7.5
36081012100,Census Tract 121; Queens County; New York,35.6,2120,2120,56,97500,420,456,11,4.4,347,347,41,36176,95,82,3.6
36081012200,Census Tract 122; Queens County; New York,40.4,3376,3376,244,89063,438,315,13.4,4.9,810,810,153,25218,121,81,6.6
36081012301,Census Tract 123.01; Queens County; New York,38,3107,3107,238,115735,524,716,4.5,2.2,662,662,171,14982,108,180,4
36081012400,Census Tract 124; Queens County; New York,35.7,3287,3287,870,84219,380,529,7.9,9.3,624,624,580,35057,81,242,4
36081012500,Census Tract 125; Queens County; New York,37.8,1394,1394,81,94250,72,510,3.7,2.3,261,261,69,30534,28,92,2.9
36081012601,Census Tract 126.01; Queens County; New York,31.7,2858,2858,117,75135,415,359,8.1,2.7,629,629,131,21587,130,97,5.8
36081012602,Census Tract 126.02; Queens County; New York,42.6,2450,2450,61,78537,352,407,11.2,7.1,516,516,58,15424,111,133,6.8
36081012800,Census Tract 128; Queens County; New York,36.8,2594,2594,189,96755,398,350,6.4,8.9,469,469,134,14629,70,78,5.1
36081013000,Census Tract 130; Queens County; New York,48,1973,1973,259,71719,311,375,4.6,12.4,458,458,192,35733,73,207,3.4
36081013200,Census Tract 132; Queens County; New York,39.2,1850,1850,131,76250,235,431,14.4,3.6,348,348,109,13332,66,76,5.7
36081013400,Census Tract 134; Queens County; New York,50.3,5462,5462,724,79722,878,1470,11,14.1,1064,1064,323,27319,228,206,5.5
36081013500,Census Tract 135; Queens County; New York,41.4,1120,1120,5,97167,286,198,7.6,7.5,286,286,8,14480,79,53,4.4
36081013600,Census Tract 136; Queens County; New York,37.2,2009,2009,141,79968,308,592,4.5,4.8,296,296,78,17108,67,151,2.8
36081013700,Census Tract 137; Queens County; New York,33.7,1961,1961,0,113708,216,629,3.5,2.1,235,235,13,10562,52,115,2.7
36081013800,Census Tract 138; Queens County; New York,40.2,4029,4029,388,100833,728,698,9.6,6.6,628,628,220,28159,178,156,5
36081014000,Census Tract 140; Queens County; New York,33.9,3683,3683,85,109042,554,751,6.9,8.5,1023,1023,70,19468,155,132,6
36081014100,Census Tract 141; Queens County; New York,36.6,1652,1652,68,98281,183,561,6.2,2.9,308,308,54,26070,165,69,3.2
36081014201,Census Tract 142.01; Queens County; New York,33.1,4769,4769,303,58152,729,805,14.6,8.6,1190,1190,200,25379,393,167,9.6
36081014202,Census Tract 142.02; Queens County; New York,47.7,2965,2965,415,63986,264,385,21.9,6.6,501,501,161,21019,81,128,11.2
36081014300,Census Tract 143; Queens County; New York,34.3,3944,3944,105,84543,254,1349,12,1.5,514,514,72,22359,87,151,5.4
36081014400,Census Tract 144; Queens County; New York,46,1646,1646,134,64464,173,318,9.4,6.8,513,513,100,34140,52,70,7.6
36081014500,Census Tract 145; Queens County; New York,36.7,2350,2350,65,78750,165,831,10.3,2.4,397,397,70,21423,70,245,7.3
36081014700,Census Tract 147; Queens County; New York,36.4,2969,2969,175,76875,208,1174,5.8,3,396,396,145,13205,108,223,3.5
36081014900,Census Tract 149; Queens County; New York,33.2,2240,2240,9,64635,32,925,12.2,3.4,470,470,14,33248,34,151,6.3
36081015000,Census Tract 150; Queens County; New York,44.7,2404,2404,549,112900,417,167,12.5,8.9,632,632,274,32228,79,89,10.5
36081015100,Census Tract 151; Queens County; New York,35.3,2694,2694,59,78468,279,924,8.4,3.2,360,360,45,17957,102,133,5
36081015200,Census Tract 152; Queens County; New York,35.6,2661,2661,390,80787,395,314,8.6,4.7,492,492,199,13413,141,82,5.9
36081015300,Census Tract 153; Queens County; New York,33,1793,1793,37,76979,108,687,15.8,2.3,295,295,31,16600,41,91,4.9
36081015400,Census Tract 154; Queens County; New York,36.8,1949,1949,338,89940,263,237,10.6,3.7,424,424,216,28004,72,74,7.4
36081015500,Census Tract 155; Queens County; New York,33.2,1976,1976,63,103971,121,621,3.4,1.8,543,543,55,20227,61,110,3.2
36081015600,Census Tract 156; Queens County; New York,45.8,2798,2798,453,78750,531,233,12.9,9.9,513,513,209,5835,91,85,8.5
36081015700,Census Tract 157; Queens County; New York,36.6,1341,1341,52,68277,28,699,10.4,3.1,205,205,32,7119,25,103,5.5
36081015801,Census Tract 158.01; Queens County; New York,37.8,3889,3889,559,92194,656,428,8.3,6.2,753,753,334,10938,268,112,5.1
36081015802,Census Tract 158.02; Queens County; New York,41.3,5013,5013,855,103800,657,501,5.6,2.5,937,937,392,26871,182,131,3.8
36081015900,Census Tract 159; Queens County; New York,37.1,3260,3260,165,85718,147,1450,10.2,4,489,489,162,8941,84,195,6.7
36081016100,Census Tract 161; Queens County; New York,34.3,2444,2444,83,95096,198,603,5.4,3.9,353,353,68,14452,51,98,3.2
36081016300,Census Tract 163; Queens County; New York,45,4169,4169,960,40313,104,1586,18.4,6.7,729,729,352,18974,75,203,9.8
36081016400,Census Tract 164; Queens County; New York,41.2,3684,3684,595,94632,766,193,10,4.7,755,755,256,36081,203,83,5.8
36081016600,Census Tract 166; Queens County; New York,43.2,4127,4127,468,66715,786,365,7.9,7,787,787,327,13581,171,185,4.9
36081016800,Census Tract 168; Queens County; New York,45.5,3461,3461,823,111771,606,293,16,5.3,630,630,408,16308,129,91,7.2
36081016900,Census Tract 169; Queens County; New York,40.2,5445,5445,119,74916,1098,1550,8.9,3.6,675,675,117,26359,223,324,6.1
36081017000,Census Tract 170; Queens County; New York,41.1,2633,2633,990,92115,487,197,11.7,4.3,539,539,541,23317,96,70,6.4
36081017200,Census Tract 172; Queens County; New York,40.3,1988,1988,957,79643,400,166,11.4,6.1,480,480,297,39377,89,72,6
36081017400,Census Tract 174; Queens County; New York,41.6,2573,2573,810,102663,529,186,6.3,3.4,365,365,216,22528,77,114,3.3
36081017600,Census Tract 176; Queens County; New York,43.2,2163,2163,925,70750,437,160,15.9,9.2,375,375,265,27890,69,99,8.7
36081017800,Census Tract 178; Queens County; New York,35.2,2231,2231,513,74609,445,180,6.3,3.8,411,411,198,22198,140,56,3.9
36081017901,Census Tract 179.01; Queens County; New York,36.6,1118,1118,32,66379,37,417,31.4,3.9,235,235,31,3366,24,58,20.5
36081018000,Census Tract 180; Queens County; New York,41.3,1434,1434,639,84643,263,101,11.8,9.4,370,370,307,29279,92,44,9.7
36081018101,Census Tract 181.01; Queens County; New York,38.5,4025,4025,30,81441,144,1639,11.6,1.4,552,552,50,5567,72,222,7.8
36081018102,Census Tract 181.02; Queens County; New York,40.6,3534,3534,118,83995,308,1449,6.6,0.9,485,485,131,11278,122,167,3.7
36081018200,Census Tract 182; Queens County; New York,39.2,2946,2946,1977,81977,570,165,12.9,9.9,491,491,317,10783,106,68,8
36081018300,Census Tract 183; Queens County; New York,37.6,5304,5304,188,84761,306,2055,16.6,3.3,830,830,178,14156,111,155,9.8
36081018401,Census Tract 184.01; Queens County; New York,33.7,2118,2118,1447,55179,352,340,20.3,5,334,334,327,21951,97,101,10.3
36081018402,Census Tract 184.02; Queens County; New York,35.3,3017,3017,2055,92344,532,128,13.6,6.1,516,516,494,22033,112,55,7.4
36081018501,Census Tract 185.01; Queens County; New York,41,3636,3636,41,80728,780,957,9.8,5.2,489,489,36,3731,137,155,6
36081018502,Census Tract 185.02; Queens County; New York,40.3,3078,3078,88,111875,276,1340,8.1,3.7,386,386,67,19065,120,145,3.8
36081018600,Census Tract 186; Queens County; New York,39.9,1914,1914,1229,88636,365,215,12.8,5.9,360,360,370,21775,91,85,8.9
36081018700,Census Tract 187; Queens County; New York,38.7,2851,2851,248,90817,308,693,11.2,2.9,597,597,291,37435,102,158,9.9
36081018800,Census Tract 188; Queens County; New York,34.5,1402,1402,896,110417,225,192,9.8,5.4,333,333,257,35594,61,61,8.1
36081018900,Census Tract 189; Queens County; New York,39.4,3173,3173,197,81106,434,773,7.9,3.5,625,625,224,24691,231,150,5.7
36081019000,Census Tract 190; Queens County; New York,38.5,2513,2513,1529,80282,610,209,10.8,4.9,428,428,430,11207,143,87,6.5
36081019200,Census Tract 192; Queens County; New York,40.8,2064,2064,1241,91681,493,124,4.1,2.2,452,452,430,28102,96,73,3.8
36081019400,Census Tract 194; Queens County; New York,40.2,3057,3057,1434,85571,689,163,9.4,4.1,391,391,317,9315,94,74,5.2
36081019600,Census Tract 196; Queens County; New York,30.7,3438,3438,2218,89808,361,447,18,3.8,709,709,727,26806,83,144,10.9
36081019800,Census Tract 198; Queens County; New York,39.6,3049,3049,1454,75625,396,578,6,6.3,540,540,440,21710,121,147,4.4
36081019901,Census Tract 199.01; Queens County; New York,46.6,461,461,172,53958,45,76,23.3,5.7,93,93,25,47490,33,41,19.5
36081020200,Census Tract 202; Queens County; New York,38.1,1621,1621,883,77440,273,94,5.6,6,430,430,396,68718,92,57,6.2
36081020400,Census Tract 204; Queens County; New York,35.6,2287,2287,579,61433,193,547,16.8,6.1,385,385,230,9086,80,162,8.3
36081020500,Census Tract 205; Queens County; New York,38.7,1353,1353,43,64583,187,220,9.5,7.8,328,328,44,16351,86,49,6.3
36081020600,Census Tract 206; Queens County; New York,40.8,1483,1483,225,75114,190,209,10.8,4.2,312,312,118,20862,52,79,7.1
36081020800,Census Tract 208; Queens County; New York,33.1,3514,3514,979,70417,281,701,6.7,2.8,705,705,357,31733,96,213,4.8
36081021200,Census Tract 212; Queens County; New York,35.8,2846,2846,304,60250,149,553,27.7,3.7,555,555,125,20664,120,86,10.5
36081021400,Census Tract 214; Queens County; New York,34.8,6019,6019,1433,64643,734,1432,19.1,1.5,1162,1162,1030,17158,253,336,14.6
36081021601,Census Tract 216.01; Queens County; New York,40.4,2861,2861,328,99630,829,621,4.6,5.7,423,423,172,22947,217,103,3.2
36081021602,Census Tract 216.02; Queens County; New York,36.7,1656,1656,42,69178,229,331,22.2,18.4,542,542,42,14142,141,119,22.8
36081022001,Census Tract 220.01; Queens County; New York,35.9,6682,6682,1284,84375,584,2107,13.3,4.4,841,841,465,11897,155,319,5.1
36081022002,Census Tract 220.02; Queens County; New York,36.1,7156,7156,1322,103207,1283,1394,11.4,3.6,1176,1176,558,17647,262,266,7.7
36081023000,Census Tract 230; Queens County; New York,41,1890,1890,95,108646,370,172,6.9,9.1,408,408,73,6130,92,71,5.7
36081023200,Census Tract 232; Queens County; New York,42.2,5193,5193,688,82600,689,1179,8.7,8.7,1052,1052,297,27591,166,349,5.6
36081023501,Census Tract 235.01; Queens County; New York,30.6,4467,4467,60,57340,108,1523,9.2,2,886,886,60,10558,68,389,9.1
